,acc,latency,acc/latency,tot_block,tot_24,tot_40,tot_80,tot_112,tot_160,avg_e_24,avg_e_40,avg_e_80,avg_e_112,avg_e_160,tot_e_24,tot_e_40,tot_e_80,tot_e_112,tot_e_160,tot_e_16_24,tot_e_24_40,tot_e_40_80,tot_e_80_112,tot_e_112_160,avg_k_24,avg_k_40,avg_k_80,avg_k_112,avg_k_160,tot_k_24,tot_k_40,tot_k_80,tot_k_112,tot_k_160,tot_k_16_24,tot_k_24_40,tot_k_40_80,tot_k_80_112,tot_k_112_160,mbcv_e2_k3_24,mbcv_e2_k5_24,mbcv_e2_k7_24,mbcv_e3_k3_24,mbcv_e3_k5_24,mbcv_e3_k7_24,mbcv_e4_k3_24,mbcv_e4_k5_24,mbcv_e4_k7_24,mbcv_e6_k3_24,mbcv_e6_k5_24,mbcv_e6_k7_24,se_e2_k3_40,se_e2_k5_40,se_e2_k7_40,se_e3_k3_40,se_e3_k5_40,se_e3_k7_40,se_e4_k3_40,se_e4_k5_40,se_e4_k7_40,se_e6_k3_40,se_e6_k5_40,se_e6_k7_40,mbcv_e2_k3_80,mbcv_e2_k5_80,mbcv_e2_k7_80,mbcv_e3_k3_80,mbcv_e3_k5_80,mbcv_e3_k7_80,mbcv_e4_k3_80,mbcv_e4_k5_80,mbcv_e4_k7_80,mbcv_e6_k3_80,mbcv_e6_k5_80,mbcv_e6_k7_80,se_e2_k3_112,se_e2_k5_112,se_e2_k7_112,se_e3_k3_112,se_e3_k5_112,se_e3_k7_112,se_e4_k3_112,se_e4_k5_112,se_e4_k7_112,se_e6_k3_112,se_e6_k5_112,se_e6_k7_112,se_e2_k3_160,se_e2_k5_160,se_e2_k7_160,se_e3_k3_160,se_e3_k5_160,se_e3_k7_160,se_e4_k3_160,se_e4_k5_160,se_e4_k7_160,se_e6_k3_160,se_e6_k5_160,se_e6_k7_160,mbcv_e2_k3_24_I,mbcv_e2_k5_24_I,mbcv_e2_k7_24_I,mbcv_e3_k3_24_I,mbcv_e3_k5_24_I,mbcv_e3_k7_24_I,mbcv_e4_k3_24_I,mbcv_e4_k5_24_I,mbcv_e4_k7_24_I,mbcv_e6_k3_24_I,mbcv_e6_k5_24_I,mbcv_e6_k7_24_I,se_e2_k3_40_I,se_e2_k5_40_I,se_e2_k7_40_I,se_e3_k3_40_I,se_e3_k5_40_I,se_e3_k7_40_I,se_e4_k3_40_I,se_e4_k5_40_I,se_e4_k7_40_I,se_e6_k3_40_I,se_e6_k5_40_I,se_e6_k7_40_I,mbcv_e2_k3_80_I,mbcv_e2_k5_80_I,mbcv_e2_k7_80_I,mbcv_e3_k3_80_I,mbcv_e3_k5_80_I,mbcv_e3_k7_80_I,mbcv_e4_k3_80_I,mbcv_e4_k5_80_I,mbcv_e4_k7_80_I,mbcv_e6_k3_80_I,mbcv_e6_k5_80_I,mbcv_e6_k7_80_I,se_e2_k3_112_I,se_e2_k5_112_I,se_e2_k7_112_I,se_e3_k3_112_I,se_e3_k5_112_I,se_e3_k7_112_I,se_e4_k3_112_I,se_e4_k5_112_I,se_e4_k7_112_I,se_e6_k3_112_I,se_e6_k5_112_I,se_e6_k7_112_I,se_e2_k3_160_I,se_e2_k5_160_I,se_e2_k7_160_I,se_e3_k3_160_I,se_e3_k5_160_I,se_e3_k7_160_I,se_e4_k3_160_I,se_e4_k5_160_I,se_e4_k7_160_I,se_e6_k3_160_I,se_e6_k5_160_I,se_e6_k7_160_I
33,74.7,151.92344665527344,0.49169500590320553,17,3,2,4,4,4,6.0,2.0,5.0,4.0,2.6666666666666665,12,2,15,12,8,4,4,6,2,3,4.0,3.0,5.0,5.666666666666667,6.333333333333333,8,3,15,17,19,3,3,5,5,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
34,75.0,193.2608664035797,0.38807649678740547,19,4,4,3,4,4,5.333333333333333,3.3333333333333335,4.0,5.0,2.6666666666666665,16,10,8,15,8,2,3,4,2,6,5.666666666666667,5.666666666666667,4.0,3.6666666666666665,5.666666666666667,17,17,8,11,17,5,7,7,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0
35,74.6,119.71767544746399,0.6231327138717866,16,3,3,3,3,4,2.5,3.5,3.0,5.0,3.3333333333333335,5,7,6,10,10,2,2,2,3,6,4.0,5.0,5.0,5.0,6.333333333333333,8,10,10,10,19,5,5,7,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
36,74.6,159.60524320602417,0.46740319115772183,16,4,2,3,4,3,4.333333333333333,4.0,5.0,3.6666666666666665,4.0,13,4,10,11,8,2,2,6,4,2,5.666666666666667,5.0,5.0,5.0,5.0,17,5,10,15,10,5,7,3,3,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
37,73.1,143.10453534126282,0.5108153967704636,15,3,4,2,3,3,3.0,2.6666666666666665,3.0,2.5,2.0,6,8,3,5,4,3,6,4,3,6,6.0,5.666666666666667,5.0,6.0,5.0,12,17,5,12,10,7,7,7,5,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
38,73.2,141.51432871818542,0.5172621081061834,15,4,3,2,2,4,3.6666666666666665,5.0,6.0,4.0,3.6666666666666665,11,10,6,4,11,2,4,2,2,6,5.0,4.0,5.0,7.0,5.666666666666667,15,8,5,7,17,3,5,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
39,73.8,176.7219114303589,0.4176052612982431,15,3,4,4,2,2,4.5,4.333333333333333,5.0,3.0,3.0,9,13,15,3,3,6,4,6,6,6,5.0,5.666666666666667,6.333333333333333,7.0,7.0,10,17,19,7,7,5,7,7,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
40,73.6,116.5648627281189,0.63140811285188,14,3,2,4,3,2,3.0,4.0,4.0,3.5,4.0,6,4,12,7,4,2,6,6,4,2,3.0,7.0,5.0,5.0,5.0,6,7,15,10,5,5,5,3,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
41,73.7,146.7999804019928,0.502043663753783,15,4,3,2,4,2,3.3333333333333335,2.5,2.0,4.0,3.0,10,5,2,12,3,2,3,4,4,6,6.333333333333333,4.0,5.0,4.333333333333333,5.0,19,8,5,13,5,5,5,5,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
42,75.0,177.72401213645935,0.4220026269855634,19,4,4,4,3,4,5.0,3.0,3.6666666666666665,3.5,4.333333333333333,15,9,11,7,13,3,2,2,3,4,5.0,3.6666666666666665,4.333333333333333,6.0,6.333333333333333,15,11,13,12,19,7,7,3,5,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
43,73.7,147.3749542236328,0.5000849729742043,14,3,4,2,3,2,2.5,5.333333333333333,3.0,4.0,4.0,5,16,3,8,4,2,6,6,6,2,5.0,6.333333333333333,7.0,5.0,3.0,10,19,7,10,3,7,3,5,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
44,74.1,179.5326554775238,0.41273828319927447,16,4,4,3,2,3,5.0,2.6666666666666665,5.0,3.0,3.0,15,8,10,3,6,6,4,4,6,6,3.6666666666666665,4.333333333333333,5.0,3.0,5.0,11,13,10,3,10,7,7,7,5,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
45,73.9,118.69697213172913,0.6225938090315082,13,2,2,3,4,2,4.0,2.0,4.5,4.0,4.0,4,2,9,12,4,2,3,6,4,4,7.0,7.0,4.0,5.0,3.0,7,7,8,15,3,3,7,7,5,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
46,73.9,162.0678198337555,0.4559819467911921,15,3,2,4,4,2,5.0,2.0,2.6666666666666665,3.6666666666666665,3.0,10,2,8,11,3,3,6,6,6,3,7.0,5.0,5.0,5.666666666666667,7.0,14,5,15,17,7,5,3,7,5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
47,74.4,138.29580187797546,0.5379772848466249,15,2,3,2,4,4,6.0,3.0,4.0,2.6666666666666665,3.3333333333333335,6,6,4,8,10,4,6,4,3,6,7.0,3.0,7.0,3.6666666666666665,5.666666666666667,7,6,7,11,17,3,5,5,3,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
48,73.3,150.49158096313477,0.4870704363053769,18,4,4,4,4,2,3.3333333333333335,3.3333333333333335,2.0,2.6666666666666665,2.0,10,10,6,8,2,3,4,4,4,3,5.0,4.333333333333333,5.666666666666667,4.333333333333333,5.0,15,13,17,13,5,5,7,7,7,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
49,72.7,111.62866830825806,0.651266391526251,12,2,3,3,2,2,2.0,2.5,4.5,4.0,3.0,2,5,9,4,3,4,4,3,6,4,3.0,5.0,5.0,7.0,3.0,3,10,10,7,3,7,7,5,5,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50,72.0,109.51363682746887,0.6574523692737098,12,3,2,3,2,2,2.0,6.0,4.0,2.0,6.0,4,6,8,2,6,4,3,3,6,2,5.0,7.0,5.0,5.0,5.0,10,7,10,5,5,3,3,3,3,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
51,73.8,124.34489607810974,0.5935104883890131,14,2,2,4,4,2,3.0,4.0,3.3333333333333335,3.6666666666666665,4.0,3,4,10,11,4,6,3,3,6,2,3.0,5.0,7.0,4.333333333333333,7.0,3,5,21,13,7,3,7,3,5,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
52,74.1,198.50470662117004,0.37329089703355883,16,4,4,3,3,2,4.0,4.666666666666667,2.0,4.5,3.0,12,14,4,9,3,6,2,2,4,4,6.333333333333333,4.333333333333333,6.0,6.0,7.0,19,13,12,12,7,7,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
53,75.2,203.70821952819824,0.3691554527066615,17,4,4,2,4,3,4.0,4.666666666666667,4.0,4.666666666666667,4.0,12,14,4,14,8,6,3,6,6,3,6.333333333333333,5.0,3.0,5.0,6.0,19,15,3,15,12,3,3,7,5,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
54,73.8,195.42592763900757,0.3776366876780239,17,4,4,2,4,3,6.0,3.0,3.0,3.3333333333333335,2.0,18,9,3,10,4,6,2,3,4,3,5.666666666666667,3.6666666666666665,3.0,5.666666666666667,6.0,17,11,3,17,12,5,3,5,3,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
55,74.9,150.61926245689392,0.49728035297899437,16,3,2,3,4,4,4.5,3.0,3.0,5.0,4.0,9,3,6,15,12,4,3,4,6,2,5.0,5.0,6.0,3.6666666666666665,5.666666666666667,10,5,12,11,17,5,5,3,7,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1
56,73.3,112.88695335388184,0.6493221565668149,13,3,2,2,3,3,2.5,2.0,4.0,4.0,5.0,5,2,4,8,10,2,2,4,2,4,7.0,7.0,7.0,6.0,6.0,14,7,7,12,12,3,3,3,5,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
57,73.8,124.22292351722717,0.5940932471273344,13,2,2,3,3,3,3.0,3.0,3.5,2.5,4.0,3,3,7,5,8,6,6,6,3,6,3.0,5.0,7.0,6.0,5.0,3,5,14,12,10,5,3,7,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
58,73.6,114.70743417739868,0.6416323451728094,12,3,2,2,2,3,3.0,4.0,3.0,3.0,5.0,6,4,3,3,10,2,3,6,4,6,6.0,3.0,7.0,7.0,6.0,12,3,7,7,12,3,7,5,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
59,73.2,97.86982297897339,0.7479322815953849,14,2,2,4,2,4,2.0,4.0,3.6666666666666665,6.0,3.0,2,4,11,6,9,3,2,3,2,6,5.0,3.0,3.6666666666666665,3.0,6.333333333333333,5,3,11,3,19,5,7,7,5,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
60,72.1,105.50610542297363,0.6833727745986957,12,2,2,4,2,2,4.0,6.0,3.3333333333333335,2.0,4.0,4,6,10,2,4,3,2,4,6,3,7.0,5.0,4.333333333333333,3.0,3.0,7,5,13,3,3,3,3,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
61,73.5,161.34478211402893,0.45554618523736673,16,4,2,3,3,4,4.333333333333333,2.0,4.5,2.5,3.0,13,2,9,5,9,3,6,4,3,2,5.666666666666667,5.0,5.0,7.0,4.333333333333333,17,5,10,14,13,5,7,7,7,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
62,74.0,150.6566059589386,0.4911832410466533,16,2,4,4,3,3,6.0,3.0,4.0,3.0,2.5,6,9,12,6,5,6,2,3,4,4,5.0,4.333333333333333,7.0,4.0,7.0,5,13,21,8,14,7,3,5,5,7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
63,73.1,132.38842487335205,0.5521630767186052,14,2,3,3,2,4,2.0,4.5,3.0,6.0,2.6666666666666665,2,9,6,6,8,6,6,3,3,2,5.0,7.0,3.0,7.0,3.6666666666666665,5,14,6,7,11,3,7,5,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
64,74.8,153.25268745422363,0.48808279477867333,15,3,3,3,4,2,4.5,5.0,2.5,3.6666666666666665,6.0,9,10,5,11,6,2,2,3,4,4,6.0,6.0,7.0,5.0,7.0,12,12,14,15,7,5,7,3,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
65,74.2,142.88657069206238,0.5192930283134156,16,3,4,4,2,3,2.0,3.3333333333333335,4.666666666666667,4.0,3.5,4,10,14,4,7,4,6,3,3,6,6.0,5.666666666666667,5.666666666666667,3.0,6.0,12,17,17,3,12,3,3,7,7,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
